,Group,apx_1,apx_2,apx_3,descriptor,axis,bucket,Ethnicity,Gender
18414,"('NORDIC', 'F')",85.68,974.68,705.35,heavy,body_type,overweight,NORDIC,F
27904,"('ENGLISH', 'F')",81.0,951.7,803.75,heavy,body_type,overweight,ENGLISH,F
164,"('AFRICAN', 'M')",85.85,947.28,748.61,heavy,body_type,overweight,AFRICAN,M
10384,"('HISPANIC', 'F')",80.84,1062.12,787.69,heavy,body_type,overweight,HISPANIC,F
24254,"('THAI', 'M')",89.16,976.0,817.74,heavy,body_type,overweight,THAI,M
6734,"('FRENCH', 'M')",83.73,966.01,745.6,heavy,body_type,overweight,FRENCH,M
23524,"('AFRICAN', 'F')",77.08,909.82,720.16,heavy,body_type,overweight,AFRICAN,F
1624,"('ARAB', 'M')",90.62,957.06,764.37,heavy,body_type,overweight,ARAB,M
12574,"('INDIAN', 'F')",78.09,966.37,827.76,heavy,body_type,overweight,INDIAN,F
11844,"('HUNGARIAN', 'M')",80.26,905.78,709.46,heavy,body_type,overweight,HUNGARIAN,M
7464,"('GERMAN', 'F')",86.4,943.64,745.2,heavy,body_type,overweight,GERMAN,F
21334,"('THAI', 'F')",86.29,1061.13,824.85,heavy,body_type,overweight,THAI,F
17684,"('KOREAN', 'M')",88.4,895.04,750.54,heavy,body_type,overweight,KOREAN,M
19874,"('SLAV', 'F')",87.99,1014.9,780.19,heavy,body_type,overweight,SLAV,F
28634,"('ENGLISH', 'M')",81.76,912.99,744.5,heavy,body_type,overweight,ENGLISH,M
13304,"('INDIAN', 'M')",82.67,972.43,833.57,heavy,body_type,overweight,INDIAN,M
14034,"('ISRAELI', 'M')",86.32,923.77,726.1,heavy,body_type,overweight,ISRAELI,M
27174,"('KOREAN', 'F')",90.91,949.31,784.91,heavy,body_type,overweight,KOREAN,F
894,"('ARAB', 'F')",87.69,972.63,806.93,heavy,body_type,overweight,ARAB,F
5274,"('DUTCH', 'M')",76.68,927.69,667.38,heavy,body_type,overweight,DUTCH,M
27175,"('KOREAN', 'F')",71.29,725.45,539.71,heavy-set,body_type,overweight,KOREAN,F
27905,"('ENGLISH', 'F')",64.9,664.79,508.52,heavy-set,body_type,overweight,ENGLISH,F
17685,"('KOREAN', 'M')",73.36,637.69,575.08,heavy-set,body_type,overweight,KOREAN,M
24255,"('THAI', 'M')",70.58,590.8,492.99,heavy-set,body_type,overweight,THAI,M
21335,"('THAI', 'F')",67.96,662.46,506.77,heavy-set,body_type,overweight,THAI,F
26445,"('ISRAELI', 'F')",66.38,671.8,584.89,heavy-set,body_type,overweight,ISRAELI,F
2355,"('BALTIC', 'M')",71.53,598.58,530.34,heavy-set,body_type,overweight,BALTIC,M
8195,"('GERMAN', 'M')",66.61,705.8,603.71,heavy-set,body_type,overweight,GERMAN,M
14035,"('ISRAELI', 'M')",68.22,633.84,513.27,heavy-set,body_type,overweight,ISRAELI,M
9655,"('GREEK', 'M')",70.26,699.67,594.07,heavy-set,body_type,overweight,GREEK,M
28635,"('ENGLISH', 'M')",66.81,725.44,539.67,heavy-set,body_type,overweight,ENGLISH,M
1625,"('ARAB', 'M')",72.73,689.65,554.17,heavy-set,body_type,overweight,ARAB,M
11115,"('HISPANIC', 'M')",69.85,665.76,522.74,heavy-set,body_type,overweight,HISPANIC,M
19145,"('NORDIC', 'M')",64.39,642.44,500.47,heavy-set,body_type,overweight,NORDIC,M
16225,"('JAPANESE', 'F')",68.24,637.81,527.78,heavy-set,body_type,overweight,JAPANESE,F
8925,"('GREEK', 'F')",66.43,800.73,629.82,heavy-set,body_type,overweight,GREEK,F
4545,"('DUTCH', 'F')",64.92,758.59,522.92,heavy-set,body_type,overweight,DUTCH,F
6005,"('FRENCH', 'F')",67.07,725.51,558.58,heavy-set,body_type,overweight,FRENCH,F
12575,"('INDIAN', 'F')",62.26,666.13,524.75,heavy-set,body_type,overweight,INDIAN,F
7465,"('GERMAN', 'F')",64.84,700.03,560.83,heavy-set,body_type,overweight,GERMAN,F
19875,"('SLAV', 'F')",64.2,710.7,534.06,heavy-set,body_type,overweight,SLAV,F
16955,"('JAPANESE', 'M')",70.93,622.86,559.72,heavy-set,body_type,overweight,JAPANESE,M
5275,"('DUTCH', 'M')",65.01,754.23,528.17,heavy-set,body_type,overweight,DUTCH,M
22065,"('TURKISH', 'F')",67.98,690.38,545.25,heavy-set,body_type,overweight,TURKISH,F
6735,"('FRENCH', 'M')",70.99,690.13,521.16,heavy-set,body_type,overweight,FRENCH,M
23525,"('AFRICAN', 'F')",66.28,683.62,596.41,heavy-set,body_type,overweight,AFRICAN,F
13305,"('INDIAN', 'M')",63.82,640.22,522.81,heavy-set,body_type,overweight,INDIAN,M
18415,"('NORDIC', 'F')",64.65,688.43,542.02,heavy-set,body_type,overweight,NORDIC,F
10385,"('HISPANIC', 'F')",63.07,647.04,483.85,heavy-set,body_type,overweight,HISPANIC,F
3815,"('CHINESE', 'M')",71.28,681.36,781.68,heavy-set,body_type,overweight,CHINESE,M
165,"('AFRICAN', 'M')",76.74,771.04,598.62,heavy-set,body_type,overweight,AFRICAN,M
3085,"('CHINESE', 'F')",66.99,609.66,588.86,heavy-set,body_type,overweight,CHINESE,F
22795,"('TURKISH', 'M')",73.21,732.47,594.03,heavy-set,body_type,overweight,TURKISH,M
25715,"('BALTIC', 'F')",66.09,647.97,552.94,heavy-set,body_type,overweight,BALTIC,F
20605,"('SLAV', 'M')",68.99,674.94,550.13,heavy-set,body_type,overweight,SLAV,M
14765,"('ITALIAN', 'F')",66.94,689.53,552.54,heavy-set,body_type,overweight,ITALIAN,F
895,"('ARAB', 'F')",66.54,659.1,548.91,heavy-set,body_type,overweight,ARAB,F
11845,"('HUNGARIAN', 'M')",67.29,669.88,551.09,heavy-set,body_type,overweight,HUNGARIAN,M
15495,"('ITALIAN', 'M')",70.88,766.24,574.42,heavy-set,body_type,overweight,ITALIAN,M
24985,"('HUNGARIAN', 'F')",64.37,651.28,532.78,heavy-set,body_type,overweight,HUNGARIAN,F
11846,"('HUNGARIAN', 'M')",62.38,535.16,458.63,heavyset,body_type,overweight,HUNGARIAN,M
7466,"('GERMAN', 'F')",61.32,539.31,480.33,heavyset,body_type,overweight,GERMAN,F
27906,"('ENGLISH', 'F')",60.23,503.19,414.72,heavyset,body_type,overweight,ENGLISH,F
15496,"('ITALIAN', 'M')",64.71,616.78,493.92,heavyset,body_type,overweight,ITALIAN,M
24256,"('THAI', 'M')",68.92,461.77,431.64,heavyset,body_type,overweight,THAI,M
3086,"('CHINESE', 'F')",62.41,467.7,514.49,heavyset,body_type,overweight,CHINESE,F
23526,"('AFRICAN', 'F')",62.75,538.06,509.67,heavyset,body_type,overweight,AFRICAN,F
2356,"('BALTIC', 'M')",66.54,479.56,445.02,heavyset,body_type,overweight,BALTIC,M
166,"('AFRICAN', 'M')",71.39,617.71,508.04,heavyset,body_type,overweight,AFRICAN,M
22796,"('TURKISH', 'M')",69.28,603.12,526.66,heavyset,body_type,overweight,TURKISH,M
19876,"('SLAV', 'F')",61.05,554.41,453.81,heavyset,body_type,overweight,SLAV,F
10386,"('HISPANIC', 'F')",58.06,474.24,393.98,heavyset,body_type,overweight,HISPANIC,F
16956,"('JAPANESE', 'M')",69.74,515.1,503.48,heavyset,body_type,overweight,JAPANESE,M
8196,"('GERMAN', 'M')",60.97,565.62,491.29,heavyset,body_type,overweight,GERMAN,M
24986,"('HUNGARIAN', 'F')",60.82,500.1,456.56,heavyset,body_type,overweight,HUNGARIAN,F
896,"('ARAB', 'F')",63.19,500.22,467.36,heavyset,body_type,overweight,ARAB,F
19146,"('NORDIC', 'M')",59.25,494.35,413.99,heavyset,body_type,overweight,NORDIC,M
20606,"('SLAV', 'M')",64.97,541.92,478.87,heavyset,body_type,overweight,SLAV,M
9656,"('GREEK', 'M')",64.42,585.71,527.35,heavyset,body_type,overweight,GREEK,M
21336,"('THAI', 'F')",66.92,513.18,433.78,heavyset,body_type,overweight,THAI,F
27176,"('KOREAN', 'F')",68.37,555.3,456.92,heavyset,body_type,overweight,KOREAN,F
3816,"('CHINESE', 'M')",65.58,560.3,729.99,heavyset,body_type,overweight,CHINESE,M
6006,"('FRENCH', 'F')",61.85,564.85,469.3,heavyset,body_type,overweight,FRENCH,F
13306,"('INDIAN', 'M')",60.62,537.66,445.39,heavyset,body_type,overweight,INDIAN,M
14036,"('ISRAELI', 'M')",62.9,499.99,429.51,heavyset,body_type,overweight,ISRAELI,M
28636,"('ENGLISH', 'M')",61.13,594.99,447.26,heavyset,body_type,overweight,ENGLISH,M
18416,"('NORDIC', 'F')",60.28,546.6,457.8,heavyset,body_type,overweight,NORDIC,F
12576,"('INDIAN', 'F')",60.77,519.95,435.33,heavyset,body_type,overweight,INDIAN,F
4546,"('DUTCH', 'F')",59.73,560.86,431.13,heavyset,body_type,overweight,DUTCH,F
25716,"('BALTIC', 'F')",61.87,491.78,461.58,heavyset,body_type,overweight,BALTIC,F
11116,"('HISPANIC', 'M')",63.92,541.0,455.68,heavyset,body_type,overweight,HISPANIC,M
26446,"('ISRAELI', 'F')",62.13,497.74,485.01,heavyset,body_type,overweight,ISRAELI,F
5276,"('DUTCH', 'M')",58.71,598.42,449.71,heavyset,body_type,overweight,DUTCH,M
14766,"('ITALIAN', 'F')",62.4,541.62,472.36,heavyset,body_type,overweight,ITALIAN,F
16226,"('JAPANESE', 'F')",66.09,493.78,452.99,heavyset,body_type,overweight,JAPANESE,F
22066,"('TURKISH', 'F')",64.16,532.3,468.53,heavyset,body_type,overweight,TURKISH,F
17686,"('KOREAN', 'M')",68.15,497.81,492.92,heavyset,body_type,overweight,KOREAN,M
1626,"('ARAB', 'M')",68.96,566.1,478.01,heavyset,body_type,overweight,ARAB,M
6736,"('FRENCH', 'M')",63.72,536.06,432.32,heavyset,body_type,overweight,FRENCH,M
8926,"('GREEK', 'F')",62.54,633.18,551.75,heavyset,body_type,overweight,GREEK,F
12577,"('INDIAN', 'F')",87.55,591.66,440.37,heftier,body_type,overweight,INDIAN,F
16957,"('JAPANESE', 'M')",85.94,642.96,426.79,heftier,body_type,overweight,JAPANESE,M
26447,"('ISRAELI', 'F')",98.92,535.19,428.96,heftier,body_type,overweight,ISRAELI,F
3817,"('CHINESE', 'M')",87.47,566.08,350.61,heftier,body_type,overweight,CHINESE,M
3087,"('CHINESE', 'F')",93.33,540.29,373.01,heftier,body_type,overweight,CHINESE,F
17687,"('KOREAN', 'M')",86.64,474.69,341.01,heftier,body_type,overweight,KOREAN,M
28637,"('ENGLISH', 'M')",88.14,498.85,360.29,heftier,body_type,overweight,ENGLISH,M
14037,"('ISRAELI', 'M')",93.62,464.14,386.85,heftier,body_type,overweight,ISRAELI,M
8927,"('GREEK', 'F')",91.03,758.49,588.72,heftier,body_type,overweight,GREEK,F
7467,"('GERMAN', 'F')",89.0,565.54,503.25,heftier,body_type,overweight,GERMAN,F
10387,"('HISPANIC', 'F')",88.0,506.06,423.17,heftier,body_type,overweight,HISPANIC,F
19147,"('NORDIC', 'M')",87.83,470.36,388.61,heftier,body_type,overweight,NORDIC,M
11117,"('HISPANIC', 'M')",85.69,537.0,383.86,heftier,body_type,overweight,HISPANIC,M
6737,"('FRENCH', 'M')",89.71,410.53,399.98,heftier,body_type,overweight,FRENCH,M
897,"('ARAB', 'F')",94.6,639.28,534.29,heftier,body_type,overweight,ARAB,F
22797,"('TURKISH', 'M')",92.1,497.02,393.62,heftier,body_type,overweight,TURKISH,M
25717,"('BALTIC', 'F')",91.16,521.19,462.32,heftier,body_type,overweight,BALTIC,F
4547,"('DUTCH', 'F')",86.33,666.97,539.69,heftier,body_type,overweight,DUTCH,F
167,"('AFRICAN', 'M')",93.35,557.77,410.76,heftier,body_type,overweight,AFRICAN,M
6007,"('FRENCH', 'F')",95.64,638.94,546.29,heftier,body_type,overweight,FRENCH,F
15497,"('ITALIAN', 'M')",85.36,514.66,434.08,heftier,body_type,overweight,ITALIAN,M
13307,"('INDIAN', 'M')",80.4,503.6,345.96,heftier,body_type,overweight,INDIAN,M
8197,"('GERMAN', 'M')",76.81,505.28,447.01,heftier,body_type,overweight,GERMAN,M
18417,"('NORDIC', 'F')",86.08,557.62,468.94,heftier,body_type,overweight,NORDIC,F
22067,"('TURKISH', 'F')",93.43,541.37,444.08,heftier,body_type,overweight,TURKISH,F
20607,"('SLAV', 'M')",89.87,568.16,404.32,heftier,body_type,overweight,SLAV,M
19877,"('SLAV', 'F')",94.22,646.36,521.7,heftier,body_type,overweight,SLAV,F
24987,"('HUNGARIAN', 'F')",91.64,621.26,557.98,heftier,body_type,overweight,HUNGARIAN,F
5277,"('DUTCH', 'M')",88.54,451.36,379.45,heftier,body_type,overweight,DUTCH,M
9657,"('GREEK', 'M')",88.22,540.63,396.89,heftier,body_type,overweight,GREEK,M
14767,"('ITALIAN', 'F')",92.45,604.6,484.11,heftier,body_type,overweight,ITALIAN,F
23527,"('AFRICAN', 'F')",93.26,585.06,445.32,heftier,body_type,overweight,AFRICAN,F
24257,"('THAI', 'M')",84.89,412.37,302.54,heftier,body_type,overweight,THAI,M
27907,"('ENGLISH', 'F')",87.73,584.24,430.67,heftier,body_type,overweight,ENGLISH,F
1627,"('ARAB', 'M')",89.76,591.51,445.41,heftier,body_type,overweight,ARAB,M
27177,"('KOREAN', 'F')",88.11,733.54,524.68,heftier,body_type,overweight,KOREAN,F
2357,"('BALTIC', 'M')",85.67,473.54,364.72,heftier,body_type,overweight,BALTIC,M
16227,"('JAPANESE', 'F')",98.19,700.01,511.78,heftier,body_type,overweight,JAPANESE,F
21337,"('THAI', 'F')",85.69,606.22,469.12,heftier,body_type,overweight,THAI,F
11847,"('HUNGARIAN', 'M')",84.67,535.78,405.3,heftier,body_type,overweight,HUNGARIAN,M
16228,"('JAPANESE', 'F')",137.11,2081.14,1851.91,hefty,body_type,overweight,JAPANESE,F
16958,"('JAPANESE', 'M')",130.79,1835.02,1681.2,hefty,body_type,overweight,JAPANESE,M
6738,"('FRENCH', 'M')",137.35,2147.56,1860.25,hefty,body_type,overweight,FRENCH,M
24258,"('THAI', 'M')",130.46,1993.45,1878.93,hefty,body_type,overweight,THAI,M
17688,"('KOREAN', 'M')",131.56,1910.98,1788.71,hefty,body_type,overweight,KOREAN,M
23528,"('AFRICAN', 'F')",119.45,1660.13,1507.54,hefty,body_type,overweight,AFRICAN,F
28638,"('ENGLISH', 'M')",138.98,1788.65,1725.16,hefty,body_type,overweight,ENGLISH,M
14038,"('ISRAELI', 'M')",128.18,1830.22,1702.65,hefty,body_type,overweight,ISRAELI,M
1628,"('ARAB', 'M')",128.81,1671.73,1485.01,hefty,body_type,overweight,ARAB,M
8928,"('GREEK', 'F')",124.86,1929.7,1750.21,hefty,body_type,overweight,GREEK,F
14768,"('ITALIAN', 'F')",132.28,1912.03,1735.81,hefty,body_type,overweight,ITALIAN,F
19878,"('SLAV', 'F')",126.25,1912.89,1710.69,hefty,body_type,overweight,SLAV,F
21338,"('THAI', 'F')",124.41,2019.37,1853.58,hefty,body_type,overweight,THAI,F
6008,"('FRENCH', 'F')",131.0,1820.21,1605.52,hefty,body_type,overweight,FRENCH,F
13308,"('INDIAN', 'M')",122.05,1675.52,1528.9,hefty,body_type,overweight,INDIAN,M
3818,"('CHINESE', 'M')",124.78,1699.18,1467.9,hefty,body_type,overweight,CHINESE,M
8198,"('GERMAN', 'M')",130.62,1754.11,1594.25,hefty,body_type,overweight,GERMAN,M
18418,"('NORDIC', 'F')",128.97,1986.85,1693.89,hefty,body_type,overweight,NORDIC,F
19148,"('NORDIC', 'M')",126.31,1971.12,1686.39,hefty,body_type,overweight,NORDIC,M
5278,"('DUTCH', 'M')",118.12,1854.63,1588.16,hefty,body_type,overweight,DUTCH,M
15498,"('ITALIAN', 'M')",133.41,1727.32,1598.61,hefty,body_type,overweight,ITALIAN,M
24988,"('HUNGARIAN', 'F')",126.5,2076.39,1847.02,hefty,body_type,overweight,HUNGARIAN,F
27908,"('ENGLISH', 'F')",127.84,1966.99,1883.97,hefty,body_type,overweight,ENGLISH,F
11848,"('HUNGARIAN', 'M')",122.8,1931.93,1640.11,hefty,body_type,overweight,HUNGARIAN,M
20608,"('SLAV', 'M')",126.76,1847.28,1692.33,hefty,body_type,overweight,SLAV,M
27178,"('KOREAN', 'F')",130.98,1883.66,1689.28,hefty,body_type,overweight,KOREAN,F
10388,"('HISPANIC', 'F')",133.12,2276.02,2191.31,hefty,body_type,overweight,HISPANIC,F
7468,"('GERMAN', 'F')",126.79,1916.13,1789.52,hefty,body_type,overweight,GERMAN,F
898,"('ARAB', 'F')",130.08,1932.2,1681.63,hefty,body_type,overweight,ARAB,F
22798,"('TURKISH', 'M')",135.47,2084.28,1829.09,hefty,body_type,overweight,TURKISH,M
26448,"('ISRAELI', 'F')",134.62,2129.04,1864.86,hefty,body_type,overweight,ISRAELI,F
11118,"('HISPANIC', 'M')",131.25,1775.09,1631.17,hefty,body_type,overweight,HISPANIC,M
25718,"('BALTIC', 'F')",131.26,2232.58,1985.82,hefty,body_type,overweight,BALTIC,F
2358,"('BALTIC', 'M')",126.37,1988.19,1761.61,hefty,body_type,overweight,BALTIC,M
3088,"('CHINESE', 'F')",130.57,2080.96,1927.49,hefty,body_type,overweight,CHINESE,F
22068,"('TURKISH', 'F')",131.23,2199.41,1892.81,hefty,body_type,overweight,TURKISH,F
4548,"('DUTCH', 'F')",117.38,1983.44,1687.97,hefty,body_type,overweight,DUTCH,F
9658,"('GREEK', 'M')",130.03,1883.95,1753.56,hefty,body_type,overweight,GREEK,M
168,"('AFRICAN', 'M')",126.49,1665.62,1575.25,hefty,body_type,overweight,AFRICAN,M
12578,"('INDIAN', 'F')",114.9,1700.74,1495.22,hefty,body_type,overweight,INDIAN,F
25209,"('HUNGARIAN', 'F')",22.52,82.8,70.95,hermaphrodite,gender_and_sex,sex,HUNGARIAN,F
389,"('AFRICAN', 'M')",23.12,99.58,87.09,hermaphrodite,gender_and_sex,sex,AFRICAN,M
17909,"('KOREAN', 'M')",21.17,77.13,59.09,hermaphrodite,gender_and_sex,sex,KOREAN,M
3309,"('CHINESE', 'F')",20.88,63.63,58.46,hermaphrodite,gender_and_sex,sex,CHINESE,F
22289,"('TURKISH', 'F')",20.59,65.06,57.55,hermaphrodite,gender_and_sex,sex,TURKISH,F
9149,"('GREEK', 'F')",22.46,96.73,83.06,hermaphrodite,gender_and_sex,sex,GREEK,F
20829,"('SLAV', 'M')",23.25,92.97,73.42,hermaphrodite,gender_and_sex,sex,SLAV,M
26669,"('ISRAELI', 'F')",22.23,67.28,58.23,hermaphrodite,gender_and_sex,sex,ISRAELI,F
16449,"('JAPANESE', 'F')",21.26,79.47,65.8,hermaphrodite,gender_and_sex,sex,JAPANESE,F
1849,"('ARAB', 'M')",22.5,114.1,89.36,hermaphrodite,gender_and_sex,sex,ARAB,M
25939,"('BALTIC', 'F')",21.2,56.64,49.99,hermaphrodite,gender_and_sex,sex,BALTIC,F
2579,"('BALTIC', 'M')",22.54,81.72,62.88,hermaphrodite,gender_and_sex,sex,BALTIC,M
27399,"('KOREAN', 'F')",21.71,105.16,83.7,hermaphrodite,gender_and_sex,sex,KOREAN,F
12799,"('INDIAN', 'F')",23.35,101.3,87.57,hermaphrodite,gender_and_sex,sex,INDIAN,F
13529,"('INDIAN', 'M')",23.95,102.17,80.42,hermaphrodite,gender_and_sex,sex,INDIAN,M
8419,"('GERMAN', 'M')",19.95,90.59,80.86,hermaphrodite,gender_and_sex,sex,GERMAN,M
28129,"('ENGLISH', 'F')",23.34,86.55,70.62,hermaphrodite,gender_and_sex,sex,ENGLISH,F
23019,"('TURKISH', 'M')",20.81,75.48,61.43,hermaphrodite,gender_and_sex,sex,TURKISH,M
11339,"('HISPANIC', 'M')",22.23,83.97,86.09,hermaphrodite,gender_and_sex,sex,HISPANIC,M
20099,"('SLAV', 'F')",22.49,91.23,80.99,hermaphrodite,gender_and_sex,sex,SLAV,F
18639,"('NORDIC', 'F')",21.65,65.96,54.43,hermaphrodite,gender_and_sex,sex,NORDIC,F
4039,"('CHINESE', 'M')",21.86,89.35,77.26,hermaphrodite,gender_and_sex,sex,CHINESE,M
6229,"('FRENCH', 'F')",22.9,101.43,83.68,hermaphrodite,gender_and_sex,sex,FRENCH,F
14989,"('ITALIAN', 'F')",21.19,87.91,70.66,hermaphrodite,gender_and_sex,sex,ITALIAN,F
1119,"('ARAB', 'F')",21.85,86.99,76.21,hermaphrodite,gender_and_sex,sex,ARAB,F
14259,"('ISRAELI', 'M')",23.58,77.98,62.83,hermaphrodite,gender_and_sex,sex,ISRAELI,M
28859,"('ENGLISH', 'M')",21.07,90.98,74.11,hermaphrodite,gender_and_sex,sex,ENGLISH,M
5499,"('DUTCH', 'M')",22.01,67.87,55.81,hermaphrodite,gender_and_sex,sex,DUTCH,M
9879,"('GREEK', 'M')",21.53,91.15,68.21,hermaphrodite,gender_and_sex,sex,GREEK,M
23749,"('AFRICAN', 'F')",23.9,100.43,87.68,hermaphrodite,gender_and_sex,sex,AFRICAN,F
6959,"('FRENCH', 'M')",20.79,76.76,63.3,hermaphrodite,gender_and_sex,sex,FRENCH,M
7689,"('GERMAN', 'F')",22.51,92.28,73.49,hermaphrodite,gender_and_sex,sex,GERMAN,F
10609,"('HISPANIC', 'F')",20.93,53.94,46.4,hermaphrodite,gender_and_sex,sex,HISPANIC,F
24479,"('THAI', 'M')",20.57,54.51,46.77,hermaphrodite,gender_and_sex,sex,THAI,M
12069,"('HUNGARIAN', 'M')",23.34,94.41,74.49,hermaphrodite,gender_and_sex,sex,HUNGARIAN,M
19369,"('NORDIC', 'M')",23.29,65.86,58.17,hermaphrodite,gender_and_sex,sex,NORDIC,M
4769,"('DUTCH', 'F')",22.27,74.24,60.89,hermaphrodite,gender_and_sex,sex,DUTCH,F
21559,"('THAI', 'F')",21.09,75.07,64.81,hermaphrodite,gender_and_sex,sex,THAI,F
15719,"('ITALIAN', 'M')",21.89,111.81,96.7,hermaphrodite,gender_and_sex,sex,ITALIAN,M
17179,"('JAPANESE', 'M')",22.61,104.99,80.71,hermaphrodite,gender_and_sex,sex,JAPANESE,M
3453,"('CHINESE', 'F')",57.86,779.8,717.41,hetero,sexual_orientation,straight,CHINESE,F
7833,"('GERMAN', 'F')",51.83,726.15,592.58,hetero,sexual_orientation,straight,GERMAN,F
20243,"('SLAV', 'F')",50.33,759.74,617.39,hetero,sexual_orientation,straight,SLAV,F
15133,"('ITALIAN', 'F')",57.11,821.7,663.78,hetero,sexual_orientation,straight,ITALIAN,F
28273,"('ENGLISH', 'F')",56.76,700.66,557.36,hetero,sexual_orientation,straight,ENGLISH,F
7103,"('FRENCH', 'M')",54.08,672.61,511.72,hetero,sexual_orientation,straight,FRENCH,M
533,"('AFRICAN', 'M')",60.76,819.63,622.91,hetero,sexual_orientation,straight,AFRICAN,M
17323,"('JAPANESE', 'M')",54.91,701.92,549.47,hetero,sexual_orientation,straight,JAPANESE,M
20973,"('SLAV', 'M')",51.27,743.49,599.75,hetero,sexual_orientation,straight,SLAV,M
13673,"('INDIAN', 'M')",59.79,725.16,614.03,hetero,sexual_orientation,straight,INDIAN,M
4913,"('DUTCH', 'F')",47.18,552.79,389.64,hetero,sexual_orientation,straight,DUTCH,F
12213,"('HUNGARIAN', 'M')",54.19,680.03,614.89,hetero,sexual_orientation,straight,HUNGARIAN,M
2723,"('BALTIC', 'M')",55.72,746.72,615.09,hetero,sexual_orientation,straight,BALTIC,M
19513,"('NORDIC', 'M')",51.82,553.73,461.69,hetero,sexual_orientation,straight,NORDIC,M
5643,"('DUTCH', 'M')",46.92,555.92,425.81,hetero,sexual_orientation,straight,DUTCH,M
4183,"('CHINESE', 'M')",58.72,868.88,816.4,hetero,sexual_orientation,straight,CHINESE,M
24623,"('THAI', 'M')",56.07,771.68,609.69,hetero,sexual_orientation,straight,THAI,M
8563,"('GERMAN', 'M')",50.02,608.88,463.52,hetero,sexual_orientation,straight,GERMAN,M
29003,"('ENGLISH', 'M')",55.95,676.71,566.43,hetero,sexual_orientation,straight,ENGLISH,M
1993,"('ARAB', 'M')",59.52,853.53,697.16,hetero,sexual_orientation,straight,ARAB,M
21703,"('THAI', 'F')",56.44,764.59,639.82,hetero,sexual_orientation,straight,THAI,F
6373,"('FRENCH', 'F')",55.95,783.05,657.43,hetero,sexual_orientation,straight,FRENCH,F
11483,"('HISPANIC', 'M')",57.8,814.4,566.22,hetero,sexual_orientation,straight,HISPANIC,M
18053,"('KOREAN', 'M')",56.66,683.25,565.99,hetero,sexual_orientation,straight,KOREAN,M
1263,"('ARAB', 'F')",59.11,697.04,589.79,hetero,sexual_orientation,straight,ARAB,F
12943,"('INDIAN', 'F')",60.19,674.16,627.24,hetero,sexual_orientation,straight,INDIAN,F
26813,"('ISRAELI', 'F')",54.86,637.64,600.19,hetero,sexual_orientation,straight,ISRAELI,F
22433,"('TURKISH', 'F')",54.83,699.32,594.93,hetero,sexual_orientation,straight,TURKISH,F
14403,"('ISRAELI', 'M')",53.96,658.68,593.89,hetero,sexual_orientation,straight,ISRAELI,M
15863,"('ITALIAN', 'M')",57.83,729.67,623.96,hetero,sexual_orientation,straight,ITALIAN,M
18783,"('NORDIC', 'F')",53.12,668.42,542.45,hetero,sexual_orientation,straight,NORDIC,F
9293,"('GREEK', 'F')",53.43,851.25,655.82,hetero,sexual_orientation,straight,GREEK,F
23163,"('TURKISH', 'M')",54.15,632.56,511.99,hetero,sexual_orientation,straight,TURKISH,M
26083,"('BALTIC', 'F')",54.59,729.32,635.45,hetero,sexual_orientation,straight,BALTIC,F
23893,"('AFRICAN', 'F')",59.59,817.2,672.3,hetero,sexual_orientation,straight,AFRICAN,F
27543,"('KOREAN', 'F')",58.17,902.11,612.43,hetero,sexual_orientation,straight,KOREAN,F
10023,"('GREEK', 'M')",52.25,812.6,630.8,hetero,sexual_orientation,straight,GREEK,M
25353,"('HUNGARIAN', 'F')",53.75,778.06,643.3,hetero,sexual_orientation,straight,HUNGARIAN,F
16593,"('JAPANESE', 'F')",52.63,668.63,517.64,hetero,sexual_orientation,straight,JAPANESE,F
10753,"('HISPANIC', 'F')",56.87,689.28,564.17,hetero,sexual_orientation,straight,HISPANIC,F
9294,"('GREEK', 'F')",58.71,1371.13,752.44,heterosexual,sexual_orientation,straight,GREEK,F
25354,"('HUNGARIAN', 'F')",60.52,1430.17,854.1,heterosexual,sexual_orientation,straight,HUNGARIAN,F
11484,"('HISPANIC', 'M')",62.8,1253.21,814.43,heterosexual,sexual_orientation,straight,HISPANIC,M
1994,"('ARAB', 'M')",65.8,1365.87,801.47,heterosexual,sexual_orientation,straight,ARAB,M
20974,"('SLAV', 'M')",60.64,1259.75,747.23,heterosexual,sexual_orientation,straight,SLAV,M
2724,"('BALTIC', 'M')",63.18,1443.23,860.96,heterosexual,sexual_orientation,straight,BALTIC,M
16594,"('JAPANESE', 'F')",64.55,1353.61,847.98,heterosexual,sexual_orientation,straight,JAPANESE,F
8564,"('GERMAN', 'M')",62.81,1173.24,751.08,heterosexual,sexual_orientation,straight,GERMAN,M
18054,"('KOREAN', 'M')",68.2,1724.19,997.91,heterosexual,sexual_orientation,straight,KOREAN,M
15864,"('ITALIAN', 'M')",63.99,1347.25,815.98,heterosexual,sexual_orientation,straight,ITALIAN,M
534,"('AFRICAN', 'M')",60.23,1211.09,767.12,heterosexual,sexual_orientation,straight,AFRICAN,M
27544,"('KOREAN', 'F')",66.23,1538.9,804.26,heterosexual,sexual_orientation,straight,KOREAN,F
17324,"('JAPANESE', 'M')",65.77,1270.28,834.46,heterosexual,sexual_orientation,straight,JAPANESE,M
6374,"('FRENCH', 'F')",62.28,1400.77,869.93,heterosexual,sexual_orientation,straight,FRENCH,F
