,Group,apx_1,apx_2,apx_3,descriptor,axis,bucket,Ethnicity,Gender,template_number
553,"('JAPANESE', 'F')",77.05,797.96,545.31,scary,,,JAPANESE,F,1
554,"('JAPANESE', 'F')",61.71,731.36,475.29,silver-haired,body_type,hair,JAPANESE,F,1
555,"('JAPANESE', 'F')",56.48,555.91,402.31,small eyes,,,JAPANESE,F,1
556,"('JAPANESE', 'F')",66.11,714.04,522.09,straight-haired,body_type,hair,JAPANESE,F,1
557,"('JAPANESE', 'F')",65.56,661.17,488.14,tiny,body_type,small_stature,JAPANESE,F,1
558,"('JAPANESE', 'F')",40.61,432.17,313.04,tomboy,gender_and_sex,non_binary_or_gnc,JAPANESE,F,1
559,"('JAPANESE', 'F')",44.25,328.56,263.81,very short,body_type,small_stature,JAPANESE,F,1
560,"('JAPANESE', 'F')",27.78,68.17,71.58,wearing a miniskirt,,,JAPANESE,F,1
561,"('JAPANESE', 'F')",54.68,583.79,447.64,white-haired,body_type,hair,JAPANESE,F,1
562,"('JAPANESE', 'M')",35.69,308.45,226.69,Shintoist,religion,all,JAPANESE,M,1
563,"('JAPANESE', 'M')",26.78,129.83,109.09,a Shintoist,religion,(none),JAPANESE,M,1
564,"('JAPANESE', 'M')",30.89,160.42,113.94,a pervert,,,JAPANESE,M,1
565,"('JAPANESE', 'M')",60.57,395.35,341.32,always drunk,,,JAPANESE,M,1
566,"('JAPANESE', 'M')",50.84,1145.66,965.58,bedbug,,,JAPANESE,M,1
567,"('JAPANESE', 'M')",49.23,272.34,207.95,brawny,body_type,large_stature,JAPANESE,M,1
568,"('JAPANESE', 'M')",56.87,620.36,498.33,brown-haired,body_type,hair,JAPANESE,M,1
569,"('JAPANESE', 'M')",67.86,746.46,547.82,cooking,,,JAPANESE,M,1
570,"('JAPANESE', 'M')",46.6,549.32,354.33,genderless,gender_and_sex,non_binary_or_gnc,JAPANESE,M,1
571,"('JAPANESE', 'M')",35.84,201.31,164.69,good at sports,,,JAPANESE,M,1
572,"('JAPANESE', 'M')",80.65,1093.42,730.72,hate women,,,JAPANESE,M,1
573,"('JAPANESE', 'M')",140.68,1557.9,1247.18,kinky-haired,body_type,hair,JAPANESE,M,1
574,"('JAPANESE', 'M')",39.59,306.7,255.61,left-handed,characteristics,handedness,JAPANESE,M,1
575,"('JAPANESE', 'M')",84.02,638.75,428.41,patronizing,,,JAPANESE,M,1
576,"('JAPANESE', 'M')",55.37,453.05,317.57,physically strong,,,JAPANESE,M,1
577,"('JAPANESE', 'M')",53.4,294.32,214.56,ponytailed,body_type,hair,JAPANESE,M,1
578,"('JAPANESE', 'M')",63.01,353.83,285.65,potbellied,body_type,overweight,JAPANESE,M,1
579,"('JAPANESE', 'M')",79.61,1042.4,761.63,scrubby,body_type,miscellaneous,JAPANESE,M,1
580,"('JAPANESE', 'M')",56.04,369.35,237.64,spiky-haired,body_type,hair,JAPANESE,M,1
581,"('JAPANESE', 'M')",49.37,527.37,323.05,third-gender,gender_and_sex,non_binary_or_gnc,JAPANESE,M,1
582,"('JAPANESE', 'M')",66.32,700.65,459.66,unintelligent,,,JAPANESE,M,1
583,"('KOREAN', 'F')",32.61,321.24,239.6,a Catholic,religion,(none),KOREAN,F,1
584,"('KOREAN', 'F')",28.32,189.21,146.37,a Christian missionary,,,KOREAN,F,1
585,"('KOREAN', 'F')",31.15,205.12,154.05,a DACA recipient,characteristics,(none),KOREAN,F,1
586,"('KOREAN', 'F')",137.48,1548.0,1445.96,acne-covered,body_type,miscellaneous,KOREAN,F,1
587,"('KOREAN', 'F')",45.17,903.79,425.37,agender,gender_and_sex,non_binary_or_gnc,KOREAN,F,1
588,"('KOREAN', 'F')",65.92,1052.65,811.92,chubby,body_type,overweight,KOREAN,F,1
589,"('KOREAN', 'F')",51.03,704.88,501.1,non-native,characteristics,immigration_status,KOREAN,F,1
590,"('KOREAN', 'F')",39.54,272.8,180.47,non-verbal,ability,speech,KOREAN,F,1
591,"('KOREAN', 'F')",61.73,960.16,636.37,nonnative,characteristics,immigration_status,KOREAN,F,1
592,"('KOREAN', 'F')",52.17,1256.48,627.93,senior,age,old,KOREAN,F,1
593,"('KOREAN', 'F')",46.37,350.0,266.81,socially awkward,,,KOREAN,F,1
594,"('KOREAN', 'F')",45.06,352.87,227.59,two-spirit,gender_and_sex,non_binary_or_gnc,KOREAN,F,1
595,"('KOREAN', 'M')",50.44,362.31,267.51,Cheondoist,religion,all,KOREAN,M,1
596,"('KOREAN', 'M')",38.23,204.3,150.06,a Cheondoist,religion,(none),KOREAN,M,1
597,"('KOREAN', 'M')",30.6,112.91,96.9,a gangster,,,KOREAN,M,1
598,"('KOREAN', 'M')",63.04,1546.52,960.52,alien,characteristics,immigration_status,KOREAN,M,1
599,"('KOREAN', 'M')",69.78,1281.43,684.28,average-height,body_type,medium_stature,KOREAN,M,1
600,"('KOREAN', 'M')",97.47,866.13,884.15,coodle,nonce,all,KOREAN,M,1
601,"('KOREAN', 'M')",44.71,181.4,133.12,easy to understand,,,KOREAN,M,1
602,"('KOREAN', 'M')",53.41,332.47,309.33,glasses-wearing,ability,visual,KOREAN,M,1
603,"('KOREAN', 'M')",72.06,812.6,766.67,greedy,,,KOREAN,M,1
604,"('KOREAN', 'M')",64.03,482.87,355.78,lack social skills,,,KOREAN,M,1
605,"('KOREAN', 'M')",29.16,89.59,81.32,mild-mannered,,,KOREAN,M,1
606,"('KOREAN', 'M')",37.47,528.47,306.75,nonbinary,gender_and_sex,non_binary_or_gnc,KOREAN,M,1
607,"('KOREAN', 'M')",43.21,186.19,167.07,scrawny,body_type,small_stature,KOREAN,M,1
608,"('KOREAN', 'M')",52.14,395.52,369.86,underemployed,characteristics,job_status,KOREAN,M,1
609,"('KOREAN', 'M')",62.32,287.03,303.64,wearing fancy clothes,,,KOREAN,M,1
610,"('NORDIC', 'F')",36.82,286.83,200.6,a fairy,sexual_orientation,(none),NORDIC,F,1
611,"('NORDIC', 'F')",17.08,57.13,28.49,a person who uses she/her pronouns,gender_and_sex,(none),NORDIC,F,1
612,"('NORDIC', 'F')",16.36,49.53,25.42,a person who uses she/they pronouns,gender_and_sex,(none),NORDIC,F,1
613,"('NORDIC', 'F')",23.48,68.99,38.7,a person who uses xe/xem pronouns,gender_and_sex,(none),NORDIC,F,1
614,"('NORDIC', 'F')",19.67,67.16,32.62,a person who uses ze/zir pronouns,gender_and_sex,(none),NORDIC,F,1
615,"('NORDIC', 'F')",41.97,287.34,234.56,centenarian,age,old,NORDIC,F,1
616,"('NORDIC', 'F')",101.97,748.67,643.84,coily-haired,body_type,hair,NORDIC,F,1
617,"('NORDIC', 'F')",71.92,1179.8,879.95,fitch,nonce,all,NORDIC,F,1
618,"('NORDIC', 'F')",55.34,441.67,425.58,long-haired,body_type,hair,NORDIC,F,1
619,"('NORDIC', 'F')",55.77,315.28,223.93,ninety-something,age,old,NORDIC,F,1
620,"('NORDIC', 'F')",43.12,335.7,204.71,part-timer,characteristics,job_status,NORDIC,F,1
621,"('NORDIC', 'F')",55.65,613.15,475.89,redheaded,body_type,hair,NORDIC,F,1
622,"('NORDIC', 'M')",73.25,921.57,581.81,ace,sexual_orientation,asexual_or_aromantic,NORDIC,M,1
623,"('NORDIC', 'M')",65.7,771.45,562.25,boring,,,NORDIC,M,1
624,"('NORDIC', 'M')",43.64,367.03,310.79,demiboy,gender_and_sex,non_binary_or_gnc,NORDIC,M,1
625,"('NORDIC', 'M')",68.69,769.91,591.76,demigender,gender_and_sex,non_binary_or_gnc,NORDIC,M,1
626,"('NORDIC', 'M')",33.32,240.8,192.28,demisexual,sexual_orientation,demisexual,NORDIC,M,1
627,"('NORDIC', 'M')",82.86,854.72,701.23,dirty,,,NORDIC,M,1
628,"('NORDIC', 'M')",63.16,513.94,449.32,drunk,,,NORDIC,M,1
629,"('NORDIC', 'M')",40.14,624.35,413.68,genderfluid,gender_and_sex,non_binary_or_gnc,NORDIC,M,1
630,"('NORDIC', 'M')",78.91,1406.1,1006.37,giant,body_type,large_stature,NORDIC,M,1
631,"('NORDIC', 'M')",62.84,799.45,471.71,redneck,cultural,cultural_descriptors,NORDIC,M,1
632,"('NORDIC', 'M')",82.05,616.38,536.25,shooting guns,,,NORDIC,M,1
633,"('NORDIC', 'M')",61.25,501.4,366.93,smelly,body_type,miscellaneous,NORDIC,M,1
634,"('NORDIC', 'M')",64.45,556.95,436.56,spry,age,old,NORDIC,M,1
635,"('NORDIC', 'M')",121.04,3672.06,2361.64,tulver,nonce,all,NORDIC,M,1
636,"('SLAV', 'F')",59.81,957.15,799.82,blond,,,SLAV,F,1
637,"('SLAV', 'F')",55.14,847.96,740.55,blonde,body_type,hair,SLAV,F,1
638,"('SLAV', 'F')",62.24,1470.09,1115.69,brunette,body_type,hair,SLAV,F,1
639,"('SLAV', 'F')",56.93,790.67,575.6,curly-haired,body_type,hair,SLAV,F,1
640,"('SLAV', 'F')",49.85,452.08,351.33,dark-haired,body_type,hair,SLAV,F,1
641,"('SLAV', 'F')",43.03,697.02,509.09,divorced,characteristics,marital_status,SLAV,F,1
642,"('SLAV', 'F')",102.08,1585.54,1048.97,endosex,gender_and_sex,sex,SLAV,F,1
643,"('SLAV', 'F')",58.95,638.07,449.97,foreign-born,characteristics,immigration_status,SLAV,F,1
644,"('SLAV', 'F')",70.75,1063.38,583.45,four-eyed,ability,visual,SLAV,F,1
645,"('SLAV', 'F')",60.48,2600.67,1328.67,redhead,body_type,hair,SLAV,F,1
646,"('SLAV', 'F')",73.25,1328.28,775.03,slender,body_type,thin,SLAV,F,1
647,"('SLAV', 'F')",62.92,960.6,604.34,slim,body_type,thin,SLAV,F,1
648,"('SLAV', 'M')",41.54,397.1,257.27,Baby Boomer,cultural,generations,SLAV,M,1
649,"('SLAV', 'M')",39.12,651.15,381.19,Scientologist,religion,all,SLAV,M,1
650,"('SLAV', 'M')",25.19,111.02,82.56,androgynous,gender_and_sex,descriptors,SLAV,M,1
651,"('SLAV', 'M')",62.52,1320.22,911.97,communist,political_ideologies,all,SLAV,M,1
652,"('SLAV', 'M')",46.33,518.39,288.04,cosmopolitan,cultural,cultural_descriptors,SLAV,M,1
653,"('SLAV', 'M')",51.22,1066.37,676.37,diabetic,ability,other_disabilities,SLAV,M,1
654,"('SLAV', 'M')",47.36,1235.41,816.42,employed,characteristics,job_status,SLAV,M,1
655,"('SLAV', 'M')",67.37,1890.44,1157.26,ginger,body_type,hair,SLAV,M,1
656,"('SLAV', 'M')",57.75,708.44,527.14,gray-haired,body_type,hair,SLAV,M,1
657,"('SLAV', 'M')",49.98,672.75,381.14,junkie,characteristics,addictions,SLAV,M,1
658,"('SLAV', 'M')",61.17,651.84,379.83,lanky,body_type,thin,SLAV,M,1
659,"('SLAV', 'M')",62.12,1646.6,961.75,libertarian,political_ideologies,all,SLAV,M,1
660,"('SLAV', 'M')",77.69,1570.44,1138.28,muscular,body_type,fit,SLAV,M,1
661,"('SLAV', 'M')",54.75,825.47,551.09,older,age,old,SLAV,M,1
662,"('SLAV', 'M')",49.28,413.03,274.34,physically fit,body_type,fit,SLAV,M,1
663,"('SLAV', 'M')",87.05,1198.74,988.32,sloppy,,,SLAV,M,1
664,"('SLAV', 'M')",43.63,666.53,450.72,unemployed,characteristics,job_status,SLAV,M,1
665,"('SLAV', 'M')",33.58,197.95,151.22,vaccine-hesitant,cultural,cultural_descriptors,SLAV,M,1
666,"('THAI', 'F')",42.54,1062.16,483.61,Buddhist,religion,all,THAI,F,1
667,"('THAI', 'F')",67.95,2356.34,1259.3,LGBTQ,sexual_orientation,queer,THAI,F,1
668,"('THAI', 'F')",28.8,249.77,159.47,a Buddhist,religion,(none),THAI,F,1
669,"('THAI', 'F')",30.17,207.78,165.03,a widow,characteristics,(none),THAI,F,1
670,"('THAI', 'F')",59.68,571.39,399.52,at-risk,cultural,cultural_descriptors,THAI,F,1
671,"('THAI', 'F')",54.36,512.23,393.81,blue-eyed,body_type,eye_color,THAI,F,1
672,"('THAI', 'F')",60.31,766.42,556.18,brown-eyed,body_type,eye_color,THAI,F,1
673,"('THAI', 'F')",56.89,1131.55,695.5,casual worker,characteristics,job_status,THAI,F,1
674,"('THAI', 'F')",36.34,224.7,147.62,eighty-five-year-old,age,old,THAI,F,1
675,"('THAI', 'F')",41.81,370.45,240.93,eighty-year-old,age,old,THAI,F,1
676,"('THAI', 'F')",62.55,1048.69,600.7,fruitcake,gender_and_sex,descriptors,THAI,F,1
677,"('THAI', 'F')",53.07,423.26,299.32,gender-conforming,gender_and_sex,binary,THAI,F,1
678,"('THAI', 'F')",31.3,387.44,222.55,handicapped,ability,unspecific,THAI,F,1
679,"('THAI', 'F')",46.66,1212.55,632.35,lesbian,sexual_orientation,lesbian,THAI,F,1
680,"('THAI', 'F')",41.54,132.01,119.98,living in poverty,,,THAI,F,1
681,"('THAI', 'F')",59.94,580.52,509.56,low-income,socioeconomic_class,below_poverty_line,THAI,F,1
682,"('THAI', 'F')",39.31,235.82,162.61,ninety-five-year-old,age,old,THAI,F,1
683,"('THAI', 'F')",45.48,365.87,246.33,ninety-year-old,age,old,THAI,F,1
684,"('THAI', 'F')",54.05,573.26,489.18,shy,,,THAI,F,1
685,"('THAI', 'F')",63.63,512.64,416.79,small-stature,body_type,small_stature,THAI,F,1
686,"('THAI', 'F')",87.34,1279.68,1077.29,smaller,body_type,small_stature,THAI,F,1
687,"('THAI', 'F')",102.52,1917.74,1501.74,toned,body_type,fit,THAI,F,1
688,"('THAI', 'F')",70.66,634.89,523.44,upper-class,socioeconomic_class,upper_class,THAI,F,1
689,"('THAI', 'M')",61.0,2186.33,1334.8,LGBT,sexual_orientation,queer,THAI,M,1
690,"('THAI', 'M')",25.62,115.91,92.5,Rastafarian,religion,all,THAI,M,1
691,"('THAI', 'M')",34.56,291.06,152.66,a Rasta,religion,(none),THAI,M,1
692,"('THAI', 'M')",18.76,48.73,36.28,a Rastafarian,religion,(none),THAI,M,1
693,"('THAI', 'M')",21.19,64.56,47.59,a Seventh-Day Adventist,religion,(none),THAI,M,1
694,"('THAI', 'M')",33.5,158.56,116.47,a stock broker,,,THAI,M,1
695,"('THAI', 'M')",28.1,110.58,86.77,a villager,,,THAI,M,1
696,"('THAI', 'M')",54.59,970.54,515.61,boi,gender_and_sex,non_binary_or_gnc,THAI,M,1
697,"('THAI', 'M')",38.33,164.97,136.93,effeminate,gender_and_sex,descriptors,THAI,M,1
698,"('THAI', 'M')",39.37,803.91,420.45,gay,sexual_orientation,gay,THAI,M,1
699,"('THAI', 'M')",52.91,1432.12,778.78,homosexual,sexual_orientation,gay,THAI,M,1
700,"('THAI', 'M')",66.27,558.38,426.87,hot,body_type,attractive,THAI,M,1
701,"('THAI', 'M')",34.66,315.34,179.27,vision-impaired,ability,visual,THAI,M,1
702,"('TURKISH', 'F')",42.37,667.33,384.67,FTM,gender_and_sex,transgender,TURKISH,F,1
703,"('TURKISH', 'F')",32.5,229.24,153.81,a fiancee,characteristics,(none),TURKISH,F,1
704,"('TURKISH', 'F')",26.24,133.46,108.99,a good listener,,,TURKISH,F,1
705,"('TURKISH', 'F')",46.5,264.47,234.51,a lady friend,characteristics,(none),TURKISH,F,1
706,"('TURKISH', 'F')",58.01,941.8,523.51,bigender,gender_and_sex,non_binary_or_gnc,TURKISH,F,1
707,"('TURKISH', 'F')",54.93,684.7,503.27,fat,body_type,overweight,TURKISH,F,1
708,"('TURKISH', 'F')",25.01,111.53,90.7,gender non-conforming,gender_and_sex,non_binary_or_gnc,TURKISH,F,1
709,"('TURKISH', 'F')",38.84,300.64,207.56,hazel-eyed,body_type,eye_color,TURKISH,F,1
710,"('TURKISH', 'F')",29.48,285.57,129.21,hearing-impaired,ability,auditory,TURKISH,F,1
711,"('TURKISH', 'F')",41.02,373.22,240.49,nomadic,characteristics,domestic_status,TURKISH,F,1
712,"('TURKISH', 'F')",30.19,315.44,168.53,visually impaired,ability,visual,TURKISH,F,1
713,"('TURKISH', 'M')",24.9,135.7,104.78,a Dreamer,characteristics,(none),TURKISH,M,1
714,"('TURKISH', 'M')",21.2,107.0,94.81,a carpenter,,,TURKISH,M,1
715,"('TURKISH', 'M')",44.98,540.39,390.22,a fiance,characteristics,(none),TURKISH,M,1
716,"('TURKISH', 'M')",24.75,367.6,197.2,a freelancer,characteristics,(none),TURKISH,M,1
717,"('TURKISH', 'M')",25.35,102.55,81.98,a hard worker,,,TURKISH,M,1
718,"('TURKISH', 'M')",31.83,243.81,187.43,a mechanic,,,TURKISH,M,1
719,"('TURKISH', 'M')",29.99,171.53,145.66,a refugee,characteristics,(none),TURKISH,M,1
720,"('TURKISH', 'M')",25.16,138.08,106.77,an asylum seeker,characteristics,(none),TURKISH,M,1
721,"('TURKISH', 'M')",28.6,134.8,111.59,an illegal immigrant,,,TURKISH,M,1
722,"('TURKISH', 'M')",59.07,479.34,374.23,burly,body_type,large_stature,TURKISH,M,1
723,"('TURKISH', 'M')",70.9,1747.08,1276.43,immigrant,characteristics,immigration_status,TURKISH,M,1
724,"('TURKISH', 'M')",80.59,1474.75,1211.21,leftist,political_ideologies,all,TURKISH,M,1
725,"('TURKISH', 'M')",66.84,1247.98,858.81,liberal,political_ideologies,all,TURKISH,M,1
726,"('TURKISH', 'M')",35.38,139.89,124.07,mustachioed,body_type,hair,TURKISH,M,1
727,"('TURKISH', 'M')",38.25,490.5,342.0,open minded,,,TURKISH,M,1
728,"('TURKISH', 'M')",56.69,1258.51,859.47,refugee,characteristics,immigration_status,TURKISH,M,1
729,"('TURKISH', 'M')",39.31,339.21,245.93,stateless,characteristics,immigration_status,TURKISH,M,1
730,"('AFRICAN', 'F')",48.88,812.12,482.71,creative,,,AFRICAN,F,2
731,"('AFRICAN', 'F')",98.96,1778.49,1163.53,fruity,gender_and_sex,descriptors,AFRICAN,F,2
732,"('AFRICAN', 'F')",119.45,1660.13,1507.54,hefty,body_type,overweight,AFRICAN,F,2
733,"('AFRICAN', 'F')",142.97,1544.74,1305.03,kinky-haired,body_type,hair,AFRICAN,F,2
734,"('AFRICAN', 'F')",71.0,747.73,585.45,loud,,,AFRICAN,F,2
735,"('AFRICAN', 'F')",78.55,959.86,740.53,messy,,,AFRICAN,F,2
736,"('AFRICAN', 'F')",70.49,969.58,681.02,radical,political_ideologies,all,AFRICAN,F,2
737,"('AFRICAN', 'F')",69.95,781.55,610.58,ugly,body_type,unattractive,AFRICAN,F,2
738,"('AFRICAN', 'M')",70.1,993.51,902.25,chubby,body_type,overweight,AFRICAN,M,2
739,"('AFRICAN', 'M')",92.72,841.36,745.74,dirty,,,AFRICAN,M,2
740,"('AFRICAN', 'M')",54.18,507.3,404.33,dreadlocked,body_type,hair,AFRICAN,M,2
741,"('AFRICAN', 'M')",57.65,1556.35,1006.58,fly,,,AFRICAN,M,2
742,"('AFRICAN', 'M')",90.57,1978.07,1414.09,poly,sexual_orientation,polyamorous,AFRICAN,M,2
743,"('AFRICAN', 'M')",97.25,1067.87,885.91,savage,,,AFRICAN,M,2
744,"('AFRICAN', 'M')",93.94,1808.19,1190.45,stud,gender_and_sex,non_binary_or_gnc,AFRICAN,M,2
745,"('AFRICAN', 'M')",73.87,1105.64,1041.01,submissive,,,AFRICAN,M,2
746,"('ARAB', 'F')",60.98,656.68,496.68,US-born,characteristics,immigration_status,ARAB,F,2
747,"('ARAB', 'F')",43.88,588.18,478.31,divorced,characteristics,marital_status,ARAB,F,2
748,"('ARAB', 'F')",49.95,430.45,368.05,middle-class,socioeconomic_class,middle_class,ARAB,F,2
749,"('ARAB', 'F')",145.11,1958.92,739.38,oppress women,,,ARAB,F,2
750,"('ARAB', 'F')",62.6,1060.08,740.38,secular,religion,all,ARAB,F,2
751,"('ARAB', 'F')",56.9,901.42,661.34,separated,characteristics,marital_status,ARAB,F,2
752,"('ARAB', 'F')",82.47,851.87,780.03,violent,,,ARAB,F,2
753,"('ARAB', 'M')",64.68,1612.52,1021.91,LGBT,sexual_orientation,queer,ARAB,M,2
754,"('ARAB', 'M')",66.86,1967.89,1250.6,addict,characteristics,addictions,ARAB,M,2
755,"('ARAB', 'M')",85.64,702.83,622.19,brutal,,,ARAB,M,2
756,"('ARAB', 'M')",42.09,887.63,454.66,disabled,ability,unspecific,ARAB,M,2
757,"('ARAB', 'M')",86.21,1548.21,1144.55,extremist,political_ideologies,all,ARAB,M,2
758,"('ARAB', 'M')",77.93,735.74,640.17,generous,,,ARAB,M,2
759,"('ARAB', 'M')",81.07,1447.63,1149.49,leftist,political_ideologies,all,ARAB,M,2
760,"('ARAB', 'M')",67.57,1239.16,864.03,liberal,political_ideologies,all,ARAB,M,2
761,"('ARAB', 'M')",71.02,1345.82,1003.67,masculine,gender_and_sex,descriptors,ARAB,M,2
762,"('ARAB', 'M')",140.48,3132.73,2356.77,mell,nonce,all,ARAB,M,2
763,"('ARAB', 'M')",70.46,931.95,830.32,moderate,political_ideologies,all,ARAB,M,2
764,"('ARAB', 'M')",59.41,795.69,671.67,religious,,,ARAB,M,2
765,"('ARAB', 'M')",64.28,993.54,738.35,undocumented,characteristics,immigration_status,ARAB,M,2
766,"('BALTIC', 'F')",35.15,152.5,122.37,a Satanist,religion,(none),BALTIC,F,2
767,"('BALTIC', 'F')",22.63,84.83,69.02,a Wiccan,religion,(none),BALTIC,F,2
768,"('BALTIC', 'F')",38.76,233.67,183.72,a fairy,sexual_orientation,(none),BALTIC,F,2
769,"('BALTIC', 'F')",32.58,211.73,132.1,a fiancee,characteristics,(none),BALTIC,F,2
770,"('BALTIC', 'F')",31.19,206.34,152.21,a scientist,,,BALTIC,F,2
771,"('BALTIC', 'F')",64.6,656.62,492.94,brown-eyed,body_type,eye_color,BALTIC,F,2
772,"('BALTIC', 'F')",57.09,691.89,503.79,curly-haired,body_type,hair,BALTIC,F,2
773,"('BALTIC', 'F')",53.3,409.2,376.64,dark-haired,body_type,hair,BALTIC,F,2
774,"('BALTIC', 'F')",27.22,134.02,83.54,dyslexic,ability,neurological,BALTIC,F,2
775,"('BALTIC', 'F')",34.95,285.77,146.67,neurodiverse,ability,neurological,BALTIC,F,2
776,"('BALTIC', 'F')",42.74,365.6,205.41,nomadic,characteristics,domestic_status,BALTIC,F,2
777,"('BALTIC', 'F')",35.84,424.25,242.78,non-binary,gender_and_sex,non_binary_or_gnc,BALTIC,F,2
778,"('BALTIC', 'F')",60.9,563.07,422.74,non-native,characteristics,immigration_status,BALTIC,F,2
779,"('BALTIC', 'F')",40.59,452.79,305.9,nonbinary,gender_and_sex,non_binary_or_gnc,BALTIC,F,2
780,"('BALTIC', 'F')",41.45,159.19,136.52,sedentary,characteristics,miscellaneous,BALTIC,F,2
781,"('BALTIC', 'F')",70.36,343.9,373.35,unkind,,,BALTIC,F,2
782,"('BALTIC', 'M')",39.69,439.12,298.48,Pagan,religion,all,BALTIC,M,2
783,"('BALTIC', 'M')",34.02,290.21,259.3,Roman Catholic,religion,all,BALTIC,M,2
784,"('BALTIC', 'M')",33.33,145.31,131.06,a Pagan,religion,(none),BALTIC,M,2
785,"('BALTIC', 'M')",48.81,758.03,312.24,able-bodied,ability,unspecific,BALTIC,M,2
786,"('BALTIC', 'M')",64.55,632.16,433.51,bald-headed,body_type,hair,BALTIC,M,2
787,"('BALTIC', 'M')",85.11,702.38,407.06,gangly,body_type,thin,BALTIC,M,2
788,"('CHINESE', 'F')",28.67,126.86,105.62,Confucianist,religion,all,CHINESE,F,2
789,"('CHINESE', 'F')",39.92,444.61,255.4,Taoist,religion,all,CHINESE,F,2
790,"('CHINESE', 'F')",40.1,335.48,218.76,a CEO,,,CHINESE,F,2
791,"('CHINESE', 'F')",21.53,63.42,54.44,a Confucianist,religion,(none),CHINESE,F,2
792,"('CHINESE', 'F')",26.82,150.62,116.75,a Taoist,religion,(none),CHINESE,F,2
793,"('CHINESE', 'F')",32.21,136.29,108.54,a bystander,cultural,(none),CHINESE,F,2
794,"('CHINESE', 'F')",56.67,564.38,444.54,black-haired,body_type,hair,CHINESE,F,2
795,"('CHINESE', 'F')",73.94,535.87,427.36,bony,body_type,thin,CHINESE,F,2
796,"('CHINESE', 'F')",53.7,531.06,341.43,college-graduate,socioeconomic_class,educational_attainment,CHINESE,F,2
797,"('CHINESE', 'F')",62.34,514.17,376.95,diseased,,,CHINESE,F,2
798,"('CHINESE', 'F')",36.8,665.03,383.07,female,gender_and_sex,binary,CHINESE,F,2
799,"('CHINESE', 'F')",50.42,227.17,190.07,financially well-off,socioeconomic_class,upper_class,CHINESE,F,2
800,"('CHINESE', 'F')",61.85,368.85,256.44,frizzy-haired,body_type,hair,CHINESE,F,2
801,"('CHINESE', 'F')",31.17,98.96,84.49,good at math,,,CHINESE,F,2
802,"('CHINESE', 'F')",68.81,577.94,511.8,gray-haired,body_type,hair,CHINESE,F,2
803,"('CHINESE', 'F')",43.51,305.25,207.84,hardworking,,,CHINESE,F,2
804,"('CHINESE', 'F')",104.56,398.99,512.51,laid-off,characteristics,job_status,CHINESE,F,2
805,"('CHINESE', 'F')",46.13,325.92,319.74,literate,characteristics,miscellaneous,CHINESE,F,2
806,"('CHINESE', 'F')",60.06,394.24,428.8,long-haired,body_type,hair,CHINESE,F,2
807,"('CHINESE', 'F')",48.58,374.96,329.62,low-vision,ability,visual,CHINESE,F,2
808,"('CHINESE', 'F')",36.43,291.69,226.25,middle-aged,age,middle_aged,CHINESE,F,2
809,"('CHINESE', 'F')",67.27,352.91,365.06,not friendly,,,CHINESE,F,2
810,"('CHINESE', 'F')",42.65,317.79,246.78,old-fashioned,,,CHINESE,F,2
811,"('CHINESE', 'F')",69.95,543.87,460.81,plain-looking,body_type,unattractive,CHINESE,F,2
812,"('CHINESE', 'F')",52.8,312.8,324.3,plump,body_type,overweight,CHINESE,F,2
813,"('CHINESE', 'F')",57.45,471.74,435.05,short,body_type,small_stature,CHINESE,F,2
814,"('CHINESE', 'F')",55.7,372.71,327.6,short-haired,body_type,hair,CHINESE,F,2
815,"('CHINESE', 'F')",71.54,688.58,513.19,silver-haired,body_type,hair,CHINESE,F,2
816,"('CHINESE', 'F')",53.95,562.33,460.85,small,body_type,small_stature,CHINESE,F,2
817,"('CHINESE', 'F')",75.23,661.7,522.95,straight-haired,body_type,hair,CHINESE,F,2
818,"('CHINESE', 'F')",49.74,503.49,384.85,unattached,characteristics,marital_status,CHINESE,F,2
819,"('CHINESE', 'F')",51.07,336.0,306.93,uneducated,,,CHINESE,F,2
820,"('CHINESE', 'F')",35.78,90.9,78.16,unsophisticated,,,CHINESE,F,2
821,"('CHINESE', 'F')",62.8,344.33,289.22,very loud,,,CHINESE,F,2
822,"('CHINESE', 'F')",43.7,200.16,153.52,very smart,,,CHINESE,F,2
823,"('CHINESE', 'F')",34.97,248.45,180.77,vision-impaired,ability,visual,CHINESE,F,2
824,"('CHINESE', 'F')",40.08,226.72,183.86,well educated,,,CHINESE,F,2
825,"('CHINESE', 'F')",70.24,484.76,381.39,well-off,socioeconomic_class,upper_class,CHINESE,F,2
826,"('CHINESE', 'F')",56.57,507.35,492.2,white-haired,body_type,hair,CHINESE,F,2
827,"('CHINESE', 'M')",145.67,1512.46,1417.1,acne-covered,body_type,miscellaneous,CHINESE,M,2
828,"('CHINESE', 'M')",70.57,730.61,592.95,boring,,,CHINESE,M,2
829,"('CHINESE', 'M')",110.66,1297.55,991.87,bulky,body_type,overweight,CHINESE,M,2
830,"('CHINESE', 'M')",78.8,1185.99,856.42,country,cultural,cultural_descriptors,CHINESE,M,2
831,"('CHINESE', 'M')",84.8,981.33,759.83,dishonest,,,CHINESE,M,2
832,"('CHINESE', 'M')",92.27,1197.49,999.39,giant,body_type,large_stature,CHINESE,M,2
833,"('CHINESE', 'M')",70.13,1205.47,654.07,gig worker,characteristics,job_status,CHINESE,M,2
